centroid_75,nlength,Description,Preferred_name,6_gene_present,9_gene_present,eggnog_og,gene_clust,amr_hit,cog_category,6_clust_frac,9_clust_frac
GUT_GENOME144037_00713,1168.692608430055,thiosulfate sulfurtransferase activity,ynjE,True,True,"1MW4B@1224|Proteobacteria,1RQX7@1236|Gammaproteobacteria,3XPET@561|Escherichia,COG2897@1|root,COG2897@2|Bacteria",,,"M,P",,
GUT_GENOME144038_03244,326.8560606060606,Uncharacterized conserved protein (DUF2190),,True,False,"COG5471@1|root,COG5471@2|Bacteria,1QF6Q@1224|Proteobacteria,1TC9Y@1236|Gammaproteobacteria,3XR7P@561|Escherichia",,,X,,
GUT_GENOME144040_01201,343.92826086956524,,tdcR,True,True,"1NUBP@1224|Proteobacteria,33TWB@2|Bacteria,2F0UD@1|root,1SN6K@1236|Gammaproteobacteria",,,,,
GUT_GENOME144046_04413,577.0714285714286,Phage Tail Collar Domain,stfR,True,False,"COG5301@2|Bacteria,COG5301@1|root,1RFCQ@1224|Proteobacteria,1S5SP@1236|Gammaproteobacteria,3ZN7Q@590|Salmonella",,,"M,X",,
GUT_GENOME144050_01141,930.4948336693548,Transcriptional activator protein LysR,lysR,True,True,"COG0583@2|Bacteria,3XMKM@561|Escherichia,1RPHN@1236|Gammaproteobacteria,1MX2A@1224|Proteobacteria,COG0583@1|root",,,K,,
GUT_GENOME144050_04553,207.0,,,True,True,"1RBZT@1224|Proteobacteria,1S22J@1236|Gammaproteobacteria,28PZ6@1|root,2ZCIN@2|Bacteria",1170.0,,,1.0,1.0
GUT_GENOME144051_01103,2571.8605206591837,"Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving both as a receptor for the preprotein-SecB complex and as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane",secA,True,True,"COG0653@1|root,1MUJZ@1224|Proteobacteria,1RM9M@1236|Gammaproteobacteria,COG0653@2|Bacteria,3XN2C@561|Escherichia",,,U,,
GUT_GENOME144051_04845,474.4,,,True,True,,935.0,,,1.0,1.0
GUT_GENOME144053_04833,253.0,Inovirus Gp2,yagK,True,True,"32T6W@2|Bacteria,2CZQX@1|root,1S91C@1236|Gammaproteobacteria,1MZGE@1224|Proteobacteria",1089.0,,,1.0,1.0
GUT_GENOME144054_03934,213.7058823529412,,,True,False,,1359.0,,,0.40939597315436244,0.026845637583892617
GUT_GENOME144054_05079,494.4,phage tail tape measure protein,,True,False,"3ZMPQ@590|Salmonella,1RP2D@1236|Gammaproteobacteria,1NFKU@1224|Proteobacteria,COG5283@1|root,COG5283@2|Bacteria",,,X,,
GUT_GENOME144056_00685,1332.6760714285715,putrescine transmembrane transporter activity,puuP,True,True,"1MXNJ@1224|Proteobacteria,1RMKV@1236|Gammaproteobacteria,COG0531@2|Bacteria,COG0531@1|root,3XQ7N@561|Escherichia",2693.0,,E,0.9010989010989011,0.9010989010989011
GUT_GENOME144056_02713,654.8808985776951,Protein of unknown function (DUF533),yebE,True,True,"COG2979@2|Bacteria,1R95E@1224|Proteobacteria,COG2979@1|root,1S2WZ@1236|Gammaproteobacteria,3XPA7@561|Escherichia",,,,,
GUT_GENOME144056_03380,1642.7484316185696,"Terminase, ATPase subunit",,True,False,"1RMCC@1236|Gammaproteobacteria,1MXYV@1224|Proteobacteria,COG4373@1|root,COG4373@2|Bacteria,3ZM3I@590|Salmonella",1857.0,,X,0.9047619047619048,0.0
GUT_GENOME144056_04403,337.33849193282845,"Antitoxin component of a type II toxin-antitoxin (TA) system. Labile antitoxin that binds to the YhaV toxin and neutralizes its ribonuclease activity. Also acts as a transcription factor. The YhaV PrlF complex binds the prlF-yhaV operon, probably negatively regulating its expression",sohA,True,True,"COG2002@1|root,1RIAX@1224|Proteobacteria,3XRA1@561|Escherichia,1SC9R@1236|Gammaproteobacteria,COG2002@2|Bacteria",2598.0,,"K,V",1.0,1.0
GUT_GENOME144057_03873,350.36538461538464,TrfB plasmid transcriptional repressor,,False,True,"32TJ6@2|Bacteria,1N597@1224|Proteobacteria,1SJ99@1236|Gammaproteobacteria,2D5I5@1|root",,,,,
GUT_GENOME144065_00467,298.0,,,True,True,,1409.0,,,0.8,0.8
GUT_GENOME144068_03980,320.5627802690583,"PTS system, Lactose/Cellobiose specific IIB subunit",,False,True,"1RK6U@1224|Proteobacteria,1S6QE@1236|Gammaproteobacteria,COG3414@1|root,COG3414@2|Bacteria",,,G,,
GUT_GENOME144082_04302,475.8730158730159,Helix-turn-helix XRE-family like proteins,,False,True,"25EYA@186801|Clostridia,1VEKB@1239|Firmicutes,COG1476@2|Bacteria,COG1476@1|root,36UZN@31979|Clostridiaceae",,,K,,
GUT_GENOME144087_04608,1336.1467576791808,Belongs to the class I-like SAM-binding methyltransferase superfamily. C5-methyltransferase family,dcm,True,True,"1RPM4@1236|Gammaproteobacteria,COG0270@2|Bacteria,COG0270@1|root,1MV9H@1224|Proteobacteria",2026.0,,"H,L",1.0,1.0
GUT_GENOME144088_01763,1800.5722222222223,SWIM zinc finger,yehQ,True,True,"COG4715@2|Bacteria,1S927@1236|Gammaproteobacteria,1R7Q0@1224|Proteobacteria,COG4715@1|root,3XNHR@561|Escherichia",,,,,
GUT_GENOME144088_02653,579.6742004264393,Corresponds to locus_tag,,True,True,"2ZCB4@2|Bacteria,1RA9V@1224|Proteobacteria,3XQZU@561|Escherichia,1S319@1236|Gammaproteobacteria,28PNB@1|root",473.0,,,1.0,1.0
GUT_GENOME144088_05263,1458.5790623634434,"Formate dehydrogenase allows E.coli to use formate as major electron donor during anaerobic respiration, when nitrate is used as electron acceptor. The alpha subunit FdnG contains the formate oxidation site. Electrons are transferred from formate to menaquinone in the gamma subunit (FdnI), through the 4Fe-4S clusters in the beta subunit (FdnH). Formate dehydrogenase-N is part of a system that generates proton motive force, together with the dissimilatory nitrate reductase (Nar)",fdoG,True,True,"COG0243@1|root,COG0243@2|Bacteria,1RN6N@1236|Gammaproteobacteria,1MW3N@1224|Proteobacteria,COG3383@2|Bacteria,COG3383@1|root,3XM6Z@561|Escherichia",,,"C,R",,
GUT_GENOME144089_04004,1977.11112496882,regulation of protein targeting,yhjG,True,True,"1MUAN@1224|Proteobacteria,COG2982@2|Bacteria,1RNZM@1236|Gammaproteobacteria,3XN25@561|Escherichia,COG2982@1|root",,,M,,
GUT_GENOME144090_04715,552.8986899563319,virus tail assembly,,True,True,"4QKQJ@10699|Siphoviridae,4QPEA@28883|Caudovirales,4QWE2@35237|dsDNA viruses  no RNA stage",2446.0,,,1.0,1.0
GUT_GENOME144091_01167,811.4858806044092,Catalyzes the hydrolysis of 4-amino-2-methyl-5- hydroxymethylpyrimidine pyrophosphate (HMP-PP) to 4-amino-2- methyl-5-hydroxymethylpyrimidine phosphate (HMP-P),cof,True,True,"COG0561@2|Bacteria,3XMPP@561|Escherichia,COG0561@1|root,1RQXF@1236|Gammaproteobacteria,1MXAF@1224|Proteobacteria",,,"H,R",,
GUT_GENOME144091_03520,708.5868120633838,molybdopterin cofactor binding,yagQ,False,True,"1RQRT@1236|Gammaproteobacteria,COG1975@1|root,COG1975@2|Bacteria,3XP8J@561|Escherichia,1MXKU@1224|Proteobacteria",2667.0,,O,0.0,0.8
GUT_GENOME144092_00501,842.4988164943317,Transcriptional regulator,yfhH,True,True,"1ND5W@1224|Proteobacteria,1RNCI@1236|Gammaproteobacteria,COG1737@1|root,COG1737@2|Bacteria",,,K,,
GUT_GENOME144092_04236,589.0235294117647,DNA N-6-adenine-methyltransferase (Dam),,True,False,"4QWG5@35237|dsDNA viruses  no RNA stage,4QPFN@28883|Caudovirales,4QKM9@10699|Siphoviridae,4QD6Y@10239|Viruses",,,,,
GUT_GENOME144092_04315,782.4864285714285,permease,,True,True,"COG0701@2|Bacteria,1RR9N@1236|Gammaproteobacteria,1MUN8@1224|Proteobacteria,COG0701@1|root",2643.0,,,1.0,0.8571428571428571
GUT_GENOME144095_01084,665.5904232578025,fimbrial chaperone,yehC,False,True,"COG3121@1|root,COG3121@2|Bacteria,3XNUS@561|Escherichia,1R6JB@1224|Proteobacteria,1RRS0@1236|Gammaproteobacteria",,,"N,U,W",,
GUT_GENOME144096_03645,1077.4904416611737,"Has low D-mannonate dehydratase activity (in vitro), suggesting that this is not a physiological substrate and that it has no significant role in D-mannonate degradation in vivo. Has no detectable activity with a panel of 70 other acid sugars (in vitro)",rspA,True,True,"1RNRB@1236|Gammaproteobacteria,COG4948@1|root,COG4948@2|Bacteria,1MURK@1224|Proteobacteria,3XP82@561|Escherichia",,,"M,R",,
GUT_GENOME144096_04316,271.8,,,True,True,,569.0,,,1.0,1.0
GUT_GENOME144096_04763,1454.855855855856,MobA MobL family protein,traA,True,False,"1VQWC@1239|Firmicutes,4HD6B@91061|Bacilli,COG0507@2|Bacteria,COG0507@1|root",1212.0,,L,1.0,0.0
GUT_GENOME144099_01221,497.40912518853696,"Removes the pyruvyl group from chorismate, with concomitant aromatization of the ring, to provide 4- hydroxybenzoate (4HB) for the ubiquinone pathway",ubiC,True,True,"COG3161@1|root,1N8BF@1224|Proteobacteria,COG3161@2|Bacteria,1S6A0@1236|Gammaproteobacteria",,,H,,
GUT_GENOME144099_04191,1047.8200325732898,DNA binding,yncE,True,True,"1PDS2@1224|Proteobacteria,1RPZQ@1236|Gammaproteobacteria,3XMIW@561|Escherichia,COG3391@1|root,COG3391@2|Bacteria",,,R,,
GUT_GENOME144099_04437,422.59375,Fimbrial protein,,False,True,"COG3539@2|Bacteria,COG3539@1|root,1S07V@1236|Gammaproteobacteria,1QI7Y@1224|Proteobacteria,COG4977@1|root,COG4977@2|Bacteria",2662.0,,"K,N,U",0.0,1.0
GUT_GENOME144100_03290,555.1801295896329,Clp protease,,False,True,"COG2110@2|Bacteria,1MYT5@1224|Proteobacteria,1S7KD@1236|Gammaproteobacteria,COG2110@1|root,3XPJT@561|Escherichia",2198.0,,J,0.0,1.0
GUT_GENOME144103_01526,1023.33198585144,"Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane",bamC,True,True,"1MUUK@1224|Proteobacteria,COG3317@2|Bacteria,COG3317@1|root,3XNNE@561|Escherichia,1RN2X@1236|Gammaproteobacteria",,,M,,
GUT_GENOME144107_00880,1343.9405475880053,transmembrane transporter activity,ydhK,True,True,"1RMJ4@1236|Gammaproteobacteria,3XNU5@561|Escherichia,COG1289@2|Bacteria,COG1289@1|root,1MX9H@1224|Proteobacteria",,,,,
GUT_GENOME144108_01526,702.6887130671282,Binds to DNA non-specifically. Could be a regulatory factor involved in maltose metabolism,sfsA,True,True,"COG1489@2|Bacteria,COG1489@1|root,3XMFH@561|Escherichia,1RQ95@1236|Gammaproteobacteria,1MUC3@1224|Proteobacteria",,,"G,K,T",,
GUT_GENOME144120_04356,289.5829145728643,,,True,True,,1459.0,,,0.9583333333333334,1.0
GUT_GENOME144120_04805,246.88888888888889,,,False,True,,29.0,,,0.0,0.625
GUT_GENOME144125_00739,966.5730158730158,"Catalyzes the alpha,beta-elimination reaction of D- cysteine and of several D-cysteine derivatives. It could be a defense mechanism against D-cysteine",dcyD,True,True,"1MVYF@1224|Proteobacteria,COG2515@1|root,1RMYP@1236|Gammaproteobacteria,COG2515@2|Bacteria,3XND5@561|Escherichia",,,E,,
GUT_GENOME144128_04299,615.9,Pentapeptide repeats (9 copies),qnrB1,False,True,"1QF5X@1224|Proteobacteria,1RMSN@1236|Gammaproteobacteria,COG1357@2|Bacteria,COG1357@1|root,3WZCB@544|Citrobacter",,EU432277,,,
GUT_GENOME144132_04712,304.260989010989,,,True,True,,330.0,,,1.0,0.6666666666666666
GUT_GENOME144134_04326,556.7946859903382,F plasmid TraN appears to recognize OmpA in the recipient cell,traN,True,False,"COG3109@2|Bacteria,COG3109@1|root,1SFUU@1236|Gammaproteobacteria,1NPSV@1224|Proteobacteria,3XQQ6@561|Escherichia",634.0,,"K,T",1.0,0.0
GUT_GENOME144138_04638,938.5534843705192,protease,ompT,True,True,"COG4571@1|root,1RRNQ@1236|Gammaproteobacteria,1MWE3@1224|Proteobacteria,COG4571@2|Bacteria,3XQQH@561|Escherichia",777.0,,M,1.0,1.0
GUT_GENOME144146_02442,4752.20979020979,cell adhesion,yeeJ,True,True,"3XN7T@561|Escherichia,COG1388@2|Bacteria,COG1388@1|root,1RPK7@1236|Gammaproteobacteria,1MX9S@1224|Proteobacteria",1457.0,,M,1.0,1.0
GUT_GENOME144146_03058,340.8492027334852,IS66 Orf2 like protein,,True,True,"COG3436@1|root,COG3436@2|Bacteria,1RHDW@1224|Proteobacteria,1SNUG@1236|Gammaproteobacteria",1153.0,,"L,X",1.0,1.0
GUT_GENOME144148_00807,1897.8563535911603,methyltransferase activity,,True,True,"COG2020@1|root,COG2020@2|Bacteria,1R7V9@1224|Proteobacteria,1S79P@1236|Gammaproteobacteria,3XQBV@561|Escherichia",431.0,,O,1.0,1.0
GUT_GENOME144151_03757,1300.3018085908063,transmembrane transporter activity,yhjE,True,True,"1MU46@1224|Proteobacteria,1RMF0@1236|Gammaproteobacteria,COG0477@1|root,COG0477@2|Bacteria,3XM70@561|Escherichia",,,"E,G,P,R",,
GUT_GENOME144152_04675,424.7897776494369,Protein of unknown function (DUF1380),,False,True,"1RIHW@1224|Proteobacteria,1S7FM@1236|Gammaproteobacteria,2BKJJ@1|root,32F0T@2|Bacteria,3XQFK@561|Escherichia",1218.0,,,0.0,1.0
GUT_GENOME144153_01327,222.25352112676055,,,False,True,,1241.0,,,0.0,0.20689655172413793
GUT_GENOME144156_01964,679.0909090909091,protein homooligomerization,,False,True,"COG1357@1|root,COG1357@2|Bacteria",1511.0,,,0.0,0.5
GUT_GENOME144162_01263,460.8,,,False,True,,586.0,,,0.0,1.0
GUT_GENOME144163_03495,656.8057803468208,oxidized base lesion DNA N-glycosylase activity,,False,True,"COG4047@1|root,COG4047@2|Bacteria,1SKRZ@1236|Gammaproteobacteria,3WX4Y@544|Citrobacter,1NQZ9@1224|Proteobacteria",,,L,,
GUT_GENOME144163_04202,369.2962962962963,Phage lysozyme,nucD,True,False,"COG3628@2|Bacteria,COG3628@1|root,1SCD1@1236|Gammaproteobacteria,1N7WS@1224|Proteobacteria,3XQY7@561|Escherichia",1857.0,,X,0.9047619047619048,0.0
GUT_GENOME144163_04209,1080.9939759036145,Phage tail sheath C-terminal domain,,True,False,"1RNUT@1236|Gammaproteobacteria,1MW1V@1224|Proteobacteria,COG3497@1|root,COG3497@2|Bacteria",1857.0,,X,0.9047619047619048,0.0
GUT_GENOME144165_04921,492.0,Probable zinc-ribbon,,True,True,"1QNF9@1224|Proteobacteria,1TM0R@1236|Gammaproteobacteria,2E2VY@1|root,31QW7@2|Bacteria,3WZM3@544|Citrobacter",744.0,,,1.0,1.0
GUT_GENOME144168_00500,967.5920454545454,Belongs to the binding-protein-dependent transport system permease family,,True,False,"COG1172@1|root,COG1172@2|Bacteria,1RYUV@1236|Gammaproteobacteria,1QICJ@1224|Proteobacteria",941.0,,G,0.9428571428571428,0.02857142857142857
GUT_GENOME144168_02136,492.0,,,True,True,,,,,,
GUT_GENOME144168_02428,918.7934295669488,pseudouridine kinase activity,psuK,True,True,"COG2313@1|root,COG2313@2|Bacteria,1MUQU@1224|Proteobacteria,1RQJH@1236|Gammaproteobacteria,3XQK2@561|Escherichia",,,"F,Q",,
GUT_GENOME144168_04139,1105.5436800610375,Belongs to the mannitol dehydrogenase family. UxaB subfamily,uxaB,True,True,"COG2066@1|root,3XNTI@561|Escherichia,1RMY9@1236|Gammaproteobacteria,1MWB5@1224|Proteobacteria,COG2066@2|Bacteria",,,E,,
GUT_GENOME144174_00908,1189.1949210706932,Belongs to the concentrative nucleoside transporter (CNT) (TC 2.A.41) family,yeiM,True,True,"COG1972@1|root,1RMBX@1236|Gammaproteobacteria,1MXXX@1224|Proteobacteria,COG1972@2|Bacteria,3XQ7K@561|Escherichia",2482.0,,F,1.0,1.0
GUT_GENOME144182_02069,921.2230161143204,Electron transfer flavoprotein,ydiR,True,True,"1MUFI@1224|Proteobacteria,1RMK7@1236|Gammaproteobacteria,COG2025@2|Bacteria,3XM9A@561|Escherichia,COG2025@1|root",,,C,,
GUT_GENOME144182_02329,1172.9157513975665,Involved in the recovery of exogenous heme iron. Extracts iron from heme while preserving the tetrapyrrol ring intact,ycdB,True,True,"COG2822@1|root,COG2822@2|Bacteria,1RNWE@1236|Gammaproteobacteria,3XMU6@561|Escherichia,1MWFR@1224|Proteobacteria",,,P,,
GUT_GENOME144182_03303,481.0721514242879,,,True,True,,750.0,,,1.0,1.0
GUT_GENOME144182_03388,1119.6904007712435,ABC transporter,ydcS,True,True,"COG0687@2|Bacteria,1RQPF@1236|Gammaproteobacteria,COG0687@1|root,1NKD7@1224|Proteobacteria,3XMXD@561|Escherichia",,,"E,P",,
GUT_GENOME144184_00295,556.1906463137382,Bacterial protein of unknown function (YtfJ_HI0045),JD73_00840,False,True,"1S2I1@1236|Gammaproteobacteria,1RB2K@1224|Proteobacteria,3XNHE@561|Escherichia,COG3054@1|root,COG3054@2|Bacteria",129.0,,R,0.6153846153846154,1.0
GUT_GENOME144184_02743,988.9026604463496,"Catalyzes the oxidation of L-galactonate to D- tagaturonate. Required for growth on L-galactonate as the sole carbon source. In vitro, can also use L-gulonate",yjjN,True,True,"COG1063@2|Bacteria,1MWX0@1224|Proteobacteria,1RR1W@1236|Gammaproteobacteria,3XQDT@561|Escherichia,COG1063@1|root",,,"C,E,R",,
GUT_GENOME144184_04874,240.0,Corresponds to locus_tag,,True,False,"1SE0M@1236|Gammaproteobacteria,COG2433@2|Bacteria,COG2433@1|root,3XRMY@561|Escherichia,1RJ1Q@1224|Proteobacteria",724.0,,R,1.0,0.0
GUT_GENOME144185_04533,287.4047619047619,,,True,False,"337SC@2|Bacteria,1SENK@1236|Gammaproteobacteria,1NB8Q@1224|Proteobacteria,2EDXD@1|root",1856.0,,,1.0,0.0
GUT_GENOME144187_00810,856.9266547406082,LysR substrate binding domain,gcvA_2,True,True,"1RRXC@1236|Gammaproteobacteria,COG0583@2|Bacteria,COG0583@1|root,1MWY0@1224|Proteobacteria,3XMA3@561|Escherichia",1459.0,,K,0.9583333333333334,1.0
GUT_GENOME144188_04532,933.2174496644296,Protein of unknown function (DUF1722),ybgA,False,True,"COG1683@2|Bacteria,COG3272@1|root,COG1683@1|root,1RNMF@1236|Gammaproteobacteria,1MXYZ@1224|Proteobacteria,COG3272@2|Bacteria,3WW2Y@544|Citrobacter",1456.0,,,0.0,1.0
GUT_GENOME144189_00290,423.6393442622951,Integrase core domain protein,,True,True,"COG0175@1|root,COG0175@2|Bacteria,1XTU8@135623|Vibrionales,1RNC5@1236|Gammaproteobacteria,1MXUR@1224|Proteobacteria",,,"E,H",,
GUT_GENOME144192_02873,744.9178154825026,Flagellar biosynthetic protein FliP,fliP,True,True,"COG1338@1|root,3XQDG@561|Escherichia,1MVBU@1224|Proteobacteria,COG1338@2|Bacteria,1RMYH@1236|Gammaproteobacteria",2397.0,,N,0.9705882352941176,1.0
GUT_GENOME144197_03245,901.6123330714848,Part of the ABC transporter complex GsiABCD involved in glutathione import. Probably responsible for the translocation of the substrate across the membrane,gsiD,True,True,"COG1173@2|Bacteria,COG1173@1|root,1RNBC@1236|Gammaproteobacteria,1MWMX@1224|Proteobacteria,3XMH1@561|Escherichia",,,"E,P",,
GUT_GENOME144198_04081,341.89722363728987,"Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane",bamE,True,True,"COG2913@2|Bacteria,1SCTT@1236|Gammaproteobacteria,COG2913@1|root,1N6YW@1224|Proteobacteria,3XPQ8@561|Escherichia",,,M,,
GUT_GENOME144198_04553,282.4329896907216,"Protease that can cleave T7 RNA polymerase, ferric enterobactin receptor protein (FEP), antimicrobial peptide protamine and other proteins. This protease has a specificity for paired basic residues",ompT,True,True,"COG4571@1|root,COG4571@2|Bacteria,3XN2E@561|Escherichia,1MWE3@1224|Proteobacteria,1RRNQ@1236|Gammaproteobacteria",777.0,,M,1.0,1.0
GUT_GENOME144202_03781,3445.051601423488,Phosphoribosylformylglycinamidine synthase involved in the purines biosynthetic pathway. Catalyzes the ATP-dependent conversion of formylglycinamide ribonucleotide (FGAR) and glutamine to yield formylglycinamidine ribonucleotide (FGAM) and glutamate,purL,True,True,"COG0047@1|root,COG0046@2|Bacteria,COG0046@1|root,1RMRN@1236|Gammaproteobacteria,1MYN4@1224|Proteobacteria,COG0047@2|Bacteria,3XP1B@561|Escherichia",,,F,,
GUT_GENOME144203_02087,738.8094188376754,N-ethylmaleimide reductase activity,nemA,True,True,"1MVIX@1224|Proteobacteria,1RMFI@1236|Gammaproteobacteria,COG1902@1|root,COG1902@2|Bacteria,3XMN8@561|Escherichia",1968.0,,C,1.0,1.0
GUT_GENOME144204_05315,501.4285714285714,"Phage portal protein, lambda family",,True,True,"1MVN4@1224|Proteobacteria,1RPUT@1236|Gammaproteobacteria,3XQ5D@561|Escherichia,COG5511@2|Bacteria,COG5511@1|root",605.0,,X,1.0,1.0
GUT_GENOME144212_03880,1800.690868064773,"Involved in the inhibition of assembly of mutant ompF proteins. In general, could be involved in the assembly of outer membrane proteins",asmA,True,True,"COG2982@2|Bacteria,1NVUY@1224|Proteobacteria,1RPFM@1236|Gammaproteobacteria,COG2982@1|root,3XMB9@561|Escherichia",,,M,,
GUT_GENOME144215_04791,222.07902439024392,"Causes inhibition of cell division. At high levels of expression, can also abolish the rod shape of the cells. Division inhibition by KilR can be relieved by overexpression of the cell division protein FtsZ",kilR,True,False,"32TSE@2|Bacteria,1N15W@1224|Proteobacteria,2D91W@1|root,1SC5P@1236|Gammaproteobacteria",2260.0,,,1.0,0.0
GUT_GENOME144216_04688,318.4553264604811,phage tail assembly protein T,,False,True,"331YY@2|Bacteria,2E7G2@1|root,1SCN0@1236|Gammaproteobacteria,1NCN9@1224|Proteobacteria",2407.0,,,0.0,1.0
GUT_GENOME144224_03907,749.3476086677779,metalloprotease,ycaL,True,True,"1NK9F@1224|Proteobacteria,1RQSJ@1236|Gammaproteobacteria,COG0501@1|root,COG0501@2|Bacteria",,,O,,
GUT_GENOME144226_00116,1630.0823807646827,periplasmic oligopeptide-binding protein,oppA,True,True,"COG4166@2|Bacteria,COG4166@1|root,3XMGQ@561|Escherichia,1RN57@1236|Gammaproteobacteria,1P91R@1224|Proteobacteria",,,E,,
GUT_GENOME144229_04903,507.2055837563452,Autotransporter beta-domain,yaiT,False,True,,1595.0,,,0.0,1.0
GUT_GENOME144231_04817,237.01538461538465,DNA recombination,,False,True,"2E6QN@1|root,1SDE7@1236|Gammaproteobacteria,1NAP7@1224|Proteobacteria,331AV@2|Bacteria",897.0,,,0.0,1.0
GUT_GENOME144231_04934,265.8367346938776,Transposase,tnpB,True,True,,486.0,,,1.0,0.8333333333333334
GUT_GENOME144235_00612,751.7850198851082,X-Pro dipeptidyl-peptidase (S15 family),yghX,True,True,"COG0412@1|root,1MW7S@1224|Proteobacteria,3XMUE@561|Escherichia,COG0412@2|Bacteria,1RPGK@1236|Gammaproteobacteria",,,Q,,
GUT_GENOME144239_03117,1107.051282051282,Required for disulfide bond formation in some periplasmic proteins. Acts by transferring its disulfide bond to other proteins and is reduced in the process,,False,True,"1PI35@1224|Proteobacteria,COG1651@2|Bacteria,4055N@613|Serratia,1RTGQ@1236|Gammaproteobacteria,COG1651@1|root",,,O,,
GUT_GENOME144242_04684,1357.788035450517,Protein of unknown function (DUF3987),yfjI,True,True,"1N636@1224|Proteobacteria,COG4983@2|Bacteria,COG4983@1|root,1RZVN@1236|Gammaproteobacteria",435.0,,"T,X",1.0,1.0
GUT_GENOME144244_04685,208.07874015748035,Hok/gef family,,False,True,"2DFE1@1|root,2ZRI9@2|Bacteria,3Z3JD@583|Proteus,1PA38@1224|Proteobacteria,1SW39@1236|Gammaproteobacteria",2060.0,,,0.0,1.0
GUT_GENOME144248_02616,1277.2543103448277,myo-inositol hexakisphosphate dephosphorylation,appA,True,True,"2Z7K9@2|Bacteria,2DB79@1|root,1RYQE@1236|Gammaproteobacteria,1NR0Z@1224|Proteobacteria,3XNWR@561|Escherichia",,,,,
GUT_GENOME144248_02694,713.4765957446808,,,True,False,"4QI2P@10662|Myoviridae,4QYXF@35237|dsDNA viruses  no RNA stage,4QTWH@28883|Caudovirales,4QEW7@10239|Viruses",,,,,
GUT_GENOME144248_04389,669.1193370165746,Phosphotransferase enzyme family,,False,True,"1MXWC@1224|Proteobacteria,COG3231@2|Bacteria,COG3231@1|root,1Y9T5@135625|Pasteurellales,1T8Y3@1236|Gammaproteobacteria",,AF321551,J,,
GUT_GENOME144249_04222,367.6192052980133,Escherichia coli O157 H7 ortholog z1656,yfjX,True,True,"1S3SZ@1236|Gammaproteobacteria,3XQ53@561|Escherichia,2ZPKK@2|Bacteria,2921C@1|root,1REBZ@1224|Proteobacteria",751.0,,,1.0,1.0
GUT_GENOME144251_04793,378.0,Domain of unknown function (DUF3950),ylcI,True,True,,82.0,,,1.0,1.0
GUT_GENOME144254_00734,458.5698967434472,Belongs to the UPF0225 family,ychJ,True,True,"3XPSS@561|Escherichia,1MZZK@1224|Proteobacteria,1S9FV@1236|Gammaproteobacteria,COG3012@1|root,COG3012@2|Bacteria",,,,,
GUT_GENOME144254_04703,339.0,"This protein is a component of the leucine, isoleucine, valine, (threonine) transport system, which is one of the two periplasmic binding protein-dependent transport systems of the high-affinity transport of the branched-chain amino acids",livJ,True,True,"COG0683@2|Bacteria,COG0683@1|root,3XMH3@561|Escherichia,1RP5V@1236|Gammaproteobacteria,1MWJ1@1224|Proteobacteria",,,E,,
GUT_GENOME144255_00867,1416.8421269579555,Type I phosphodiesterase / nucleotide pyrophosphatase,,True,False,"COG3119@2|Bacteria,COG3119@1|root,1MUJH@1224|Proteobacteria,3XRF8@561|Escherichia,1RN2V@1236|Gammaproteobacteria",941.0,,P,0.9428571428571428,0.02857142857142857
GUT_GENOME144255_01095,3151.7504132231406,cell adhesion involved in single-species biofilm formation,yfaL,True,True,"3XQFF@561|Escherichia,1S1YA@1236|Gammaproteobacteria,COG3468@1|root,COG3468@2|Bacteria,1R9B8@1224|Proteobacteria",,,"M,U",,
GUT_GENOME144256_03808,1149.9119170984457,Methylaspartate ammonia-lyase C-terminus,,True,True,"1RRUG@1236|Gammaproteobacteria,1MW90@1224|Proteobacteria,COG3799@2|Bacteria,COG3799@1|root,3XNXV@561|Escherichia",1459.0,,E,0.9583333333333334,1.0
GUT_GENOME144259_01612,1219.0084160281372,MFS-type transporter,yhhS,True,True,"COG0477@2|Bacteria,COG0477@1|root,1RUKT@1236|Gammaproteobacteria,1QUBP@1224|Proteobacteria,3XM57@561|Escherichia",,,"E,G,P,R",,
GUT_GENOME144261_03891,674.377358490566,"Catalyzes a salvage reaction resulting in the formation of AMP, that is energically less costly than de novo synthesis",,False,True,"COG0503@2|Bacteria,COG0503@1|root,1RAYC@1224|Proteobacteria,2VZB7@28216|Betaproteobacteria",,,F,,
GUT_GENOME144266_03955,623.0217391304348,,,True,False,,,,,,
GUT_GENOME144268_03884,950.2775597574029,"Converts carnitine to trimethylamine and malic semialdehyde. Can also use gamma-butyrobetaine, choline and betaine as substrates",yeaX,True,True,"1RNA4@1236|Gammaproteobacteria,COG1018@1|root,COG1018@2|Bacteria,1MU6E@1224|Proteobacteria,3XQNN@561|Escherichia",2693.0,,C,0.9010989010989011,0.9010989010989011
GUT_GENOME144271_03699,662.218487394958,,,False,True,,33.0,,,0.0,0.625
